title,category,lyrics,Mood
কতো কথা ছিলো বলিবার বলা হলো না ( koto kotha cilo boliber),নজরুল গীতি,"কতো কথা ছিলো বলিবার বলা হলো না।
  বুকে পাষাণসম রহিলো তারই বেদনা ।।
 মনে রহিলো মনেরই আশা ,
 মিটিলো না প্রাণের পিপাসা,
 বুকে শুকালো বুকেরই ভাষা মুখে এলো না।।
 এতো চোখের জল এতো গান,
 এতো সোহাগ আর আদর অভিমান
 কখন যে হলো অবসান বুঝা গেল না ।
 ঝরিলো কুসুম যদি হায়,
 কেন স্মৃতির কাঁটা নাহি যায়
 বুঝিলো না কেহ কারো মন , বিধির  ছলনা।।﻿",বেদনা
তোমাকেই খুঁজি | Tomakei Khuji,পপ সঙ্গীত,"তোমাকেই শুধু খুঁজি আমি,
পাহাড়ের ঐ চূড়ায়-
জলে ভাসানো সে নদীর তীরে,
রোদেলা দুপুর তপ্ত হাওয়ায়… …
কোন হারানো সে কল্পনা,
ধরে রেখেছি এই আমি
কষ্টের এই তীব্রতায়
জলে ভাসানো সেই তরী … …
তোমাকে খুঁজি আমি তোমাকে চাই
পথে পথে খুঁজি আর ঘুরে বেড়াই
হারানো স্মৃতিগুলো জলে ভাসে
চলে যায় জলে, আর তৃপ্তি হাসে ।।
সেই ঝড়েরই মত্ত্ব হাওয়ায়
দেখিনি তোমার দুটি চোখ
ঝর্ণাধারার নিরালায়
আমি একা অসহায় … …
আমার স্মৃতিগুলো আজো কাঁদে
একা ডায়রীর পাতাতে
ভরা সাগরের সেই নোনা জলে
ডুবে যাই আনমনে … …",বেদনা 
সুন্দরী রাধে আওয়ে বনি,বিবিধ,"সুন্দরী রাধে আওয়ে বনি |
ব্রজরমণীগণ মুকুটমণি ||
কুঞ্চিতকেশিনি, নিরুপমবেশিনী,
রস-আবেসিনী ভঙ্গিনি রে
অধরসুরঙ্গিণী, অঙ্গতরঙ্গিণী,
সঙ্গিনী নব নব রঙ্গিণী রে ||
কুঞ্জরগামিনী, মোতিমদশনি,
দামিনী-চমক-নেহারিণী রে |
আভরণধারিণী, নব অভিসারিণী,
শ্যামর হৃদয়বিহারিণী রে |
নব অনুরাগিনী, অখিলসোহাগিনী,
পঞ্চম রাগিনী মোহিনী রে |
রাসবিলাসিনী, হাসবিকাশিনী,
গোবিন্দদাস-চিত-শোহিনী রে ||",আনন্দ
প্রজাপতি! প্রজাপতি!,নজরুল গীতি,"প্রজাপতি! প্রজাপতি! (২)
কোথায় পেলে ভাই এমন রঙ্গীন পাখা, (২) (।।)
টুকটুকে লাল–নীল ঝিলিমিলি আঁকা–বাঁকা।। (কোথায়..) (স্থায়ী)
তুমি টুলটুলে বন-ফুলে মধু খাও
মোর বন্ধু হয়ে সেই মধু দাও (মধু দাও) (।।)
ওই পাখা দাও সোনালী –রূপালী পরাগ মাখা।। (কোথায়…) (স্থায়ী)
মোর মন যেতে চায় না পাঠশালাতে
প্রজাপতি! তুমি নিয়ে যাও সাথী ক’রে তোমার সাথে। (প্রজাপতি) (-।।)
তুমি হাওয়ায় নেচে নেচে যাও
আজ তোমার মত মোরে আনন্দ দাও (-।।)
এই জামা ভাল লাগে না, (।।)  দাও জামা ছবি–আঁকা।। (কোথায়…) (স্থায়ী)",আনন্দ
শহর – ডাকনাম,ব্যান্ড,"শহরের আলোকসজ্জা রাস্তা,
বস্তাবন্দী মিল-কারখানা,
এলোমেলো পথ ঘাঁট,
সহজেই আসা যাওয়া,
ব্যাস্ত শহর, সরীসৃপ উরাল রাস্তা ।
প্রেমিক মনটা…।।
ধূসর রোঁদজ্বলা-বৃষ্টিভেজা,
কুয়াশা ঢাকা শহর,
এই শহর, আমার শহর।
রাস্তা শেষ, অলিগলি রংজ্বলা ছোট্ট গুনিত বাড়ী ।
জানালা খোলা, বৃত্তে ট্র্যাফিক, রঙিন আলোয়, সহজ ব্যাস্ততা ।
আলোর মিছিল, শুকনো শরীর, অন্ন খুঁজার ভিড়…
ধুলো আর কংক্রিট, জীর্ণ এই শহর পথ…।।
দিনদুপুর, ছেড়া জুতা চৌরাস্তা, আর এক কাপ হতাশা ।
আকাশ ছোঁয়া, নকশায় রাত রঙিন, রং অচেনা ।
রাত শহর, কিছু বাগানে, লাল নীল পরীদের জীবন ঘড়ি ।
রং ক্যানভাসে, আঁকা শহর, চিত্রকর বিমর্ষ কিছুক্ষণ …।।
কতো শত বছর পিছনে ফেলে আজকে আমাদের এই শহর ঢাকা শহর।
গল্প-গান আড্ডায় মুখোর শহরের প্রতিটি রাজপথ থেকে পথ।
প্রেসক্লাব, শাহাবাগ, আহঃ
আর চায়ের কাপ।
শহরের এটাই যেন অপূর্ব এক শপথ।
এই শহর আমার শহর, ঢাকা শহর আমাদের শহর।।",আনন্দ
Chokh- Daknaam,ব্যান্ড,"প্রাণবন্ত এই চোখ, যদি দেয় কখনো ডুব,
স্বপ্ন তুই ঝুলে থাকিস, মৃত কর্নিয়ায় …………।।
আঁধার রাতের আলোক পোঁকা,
আলো ছড়াবে,
আকাশ সঙ্গী, চাঁদ-তারা-জোছনা,
সাথে থাকিস, তুই,
স্বপ্ন………
মৃত কর্নিয়ায় ।
মেঘ নিয়ে আসা তুলোমুঠো লিলুয়া হাওয়া,
সবুজ ঘাস-লতা আর অবুঝ নদীর ক্রন্দন ।
অনন্ত সময়ের স্রিতি আর বাঁধানো আলোক ছবি,
চোখ জুড়ে থাকিস, গ্যালারী স্মৃতি ।।",বেদনা
Sangbadik Poribar,ব্যান্ড,"বর্ণাঢ্য কোন এক, পরাবাস্তব দিন ।
রদ্রময় মেঘের আড়াল, ৩০ শে মাঘ ১৪১৮ ।।
দিন শেষে রাত, আধারির হাতেই শেষ, নিঃশ্বাস ।।
রাজপথে হাতে-হাত, নিশ্চুপ সাংবাদিক পরিবার,
শুরুতেই শেষ, দিনগুলো সৃতির পাতায় ……
মেঘ হারালো আকাশ,
স্যাটেলাইট আলোয়,
খুন হয় ……
সাংবাদিক পরিবার ।।
দিচ্ছে আশ্বাস,
আঁধারীর কাল হাত,
মানববন্ধন…
হাতেহাত,
দুষিত,
নিঃশ্বাস…।।
নিশ্চুপ… ভাংচুর … বন্ধমুখ …
অহেতুক… সড়ক… অবরোধ ।।
এরই মাঝে সাঁজে ঘটনা,
আর……আর……
অপহরণ নকশা ।।",বেদনা 
Bangali- Daknaam,ব্যান্ড,"কাছে আলোকিত ভবিষ্যৎ,
আছে অগাথ হিম্মৎ ।
রবে শত্রুর সাক্ষাৎ,
আছে ক্লান্তির অবশেষ ।
উঠেছে নতুন সূর্য, পাড়ি দিবো ঐ দিগন্ত
দেখো উজার সীমান্ত, যেন হবেই মুক্ত ।।
ও বন্ধু আমার বাইরে এসো
এই তেপান্তরের মাঠ পাড়ি দেব ।
বন্ধু আমার সাথে চলো,
আজকে হব জয়ী ।
জেগে ওঠো.. জেগে ওঠো ..
জেগে ওঠো বাঙালি …………।।
কাছে আলোকিত ভবিষ্যৎ,
আছে অগাথ বিশ্বাস ।
রবে মায়ের আশীর্বাদ,
হবে শত্রুর নিঃশেষ ।
উঠেছে নতুন সূর্য, পাড়ি দিবো ঐ দিগন্ত
দেখো উজার সীমান্ত, যেন হবেই মুক্ত ।।
ও বন্ধু আমার বাইরে এসো
এই তেপান্তরের মাঠ পাড়ি দেব ।
ও বন্ধু আমার সাথে চলো,
আজকে হব জয়ী ।
জেগে ওঠো.. জেগে ওঠো ..
জেগে ওঠো বাঙালি …………।।", আনন্দ
Ahoban- Daknaam,ব্যান্ড,"আর বেশি নয় ঘুরে দাঁড়াবার,
যেখানে সূর্য উদয়………
আর বেশি নয় কালো আঁধার,
চেয়ে দেখো পূর্ণিমা আলোময় ।
সব ভুলে কি আবার আসবে ফিরে,
চেনা পথের চেনা বাকে ।
আবার গীটার উঠবে বেজে,
চেনা তারের চেনা সুরে ………
চলো বদলে যাই কোন নীল সীমানায়,
যেখানে হারিয়ে দু’জন ………।।
কিছু ফেলে আশা সময়ের হাত ধরে,
অচেনা আঁধার পেড়িয়ে ।
দূরে নিয়ন আলোয়
চুপচাপ কিছু মেঘ,
মেঘেরা দূরে হারিয়ে ।
যদি হয় দেখা গোধূলির শেষ ক্ষণে,
আবার গাইবো দুজনে ।
স্বপ্নের গীটার উঠবে বেজে,
চেনা তারে চেনা সুরে …………
চলো বদলে যাই কোন নীল সীমানায়,
যেখানে হারিয়ে দু’জন ………।।", আনন্দ
Dushopno- Daknaam,ব্যান্ড,"কেন প্রতিনিয়ত,
ভাবছি তোমায়……
হারানোর কারন,
কেন স্বপ্ন ভেঙে যায়,
কাঁচের মতো ……
মানেনা বারণ ।
যেন কুঁড়েঘড়ের মতো অবকাঠামো,
এক নিভু নিভু প্রদীপের মতো ।
যেন সকালের আলোয়, সবুজ ঘাসে,
পুড়ে পুড়ে ঝলসানো রৌদ্র …
মাঝামাঝি তোমার সাথে …।।
সাদা কাগজে লাল-নীল গল্প,
কাঠের পেনসিলে, আঁকাঝোঁকা ষড়যন্ত্র,
থোকা-থোকা গোলাপে দুঃস্বপ্ন
না বলা কথা, আজ আমি বিধ্বস্ত একা,
মাঝামাঝি তোমার সাথে ……।।",বেদনা
Iccher Chorachalan- Daknaam,ব্যান্ড,"হাঁটছি অজানায়, রেখা আঁকা এই মেঠো পথ
ষাট-ঘাঁট পুকুর বাড়ি শুরুতেই ফুট ব্রিজ,
রৌদ্র দেয় উঁকি, ঝলকানি চোখের এক কোন
যেন বোকা…frustration…
ধুতঃছাই শুধু ইচ্ছে, ইচ্ছের শুধুই চোরাচালান।
আলিসান কাঠ ফটক, আধুনিক ডোর বেল,
অনুমতি জাহাপনা, উত্তরশরি নিয়ম-মালা,
খাচ্ছে ঝালমুড়ি ব্যাক্তি পরাধীন নগর বাড়ি
শিক্ষক মশাই, এসো সবাই, ঘুমের দেশে যাই…
ধুতঃছাই শুধু ইচ্ছে, ইচ্ছের শুধুই চোরাচালান।
পীড়িতে জল শুকনো, উঠোন বাড়ি
চেয়ে থাকা কিশোরীর মিষ্টি হাসি,
ইচ্ছে যদিও, অনেক স্বাধীন
অর্থের হানাহানিতে, আজ তা পরাধীন
যেন বোকা…frustration…
ধুতঃছাই শুধু ইচ্ছে, ইচ্ছের শুধুই চোরাচালান।",বেদনা
Romana- Daknaam,ব্যান্ড,"সূর্য খানি পশ্চিমে আকাশের বুকে নেমেছে,
রোদের কিরণে মুখটি আহা কি দারুন ভাবে ফুটেছে।
মুগ্ধ হয়ে মনটি আমার বার বার শুধু বলছে…
রোমানা ও রোমানা আরও কিছুক্ষন থাকনা…।।
তোমার শহরে, তোমার নগরে,
তোমার বাড়ির ধারে, কাঁদা মাখা সেই পথে।
কতো আছারে ঝড় বাছারে মজার কষ্ট কাপড় নষ্ট
করে কাদাতে দেখে তোমাকে রাত বিরেতে ফিরে বাড়িতে
বাবার বকুনি চোখ রাঙ্গানি ঘ্যান ঘ্যানানি প্যান প্যানানি
সহ্য করে ঘুমের ঘরে দেখেছি তোমাকে…
রাতের আধারে, ভেবেছি তোমাকে,
ভোরের আলোতে, এঁকেছি তোমাকে।
ভাবার ফাঁকে আঁকার মাঝে মনটা আমার বারবার শুধু বলছে।
রোমানা ও রোমানা আরও কিছুক্ষন থাকনা…।।",আনন্দ
Nodi- Daknaam,ব্যান্ড,"নদীর ও পাড়ে
চক্ষু মেইলা দেখি, ভরা দুপুরে।
নদীর ও পাড়ে…
দেখি সখী চুল শুকায় তার নদীর এক পাড়ে,
হায়রে ভরা দুপুরে।
সূর্য সখীর রুপ দেখিয়া মুখ লুকায় মেঘে,
লজ্জায় ভরা দুপুরে।
নদীর ও পাড়ে…
দেখি সখির মুখের হাসি ঠোঁটের এক কোনে
হায়রে ভরা দুপুরে।
স্বপ্ন সখির হাত ধরিয়া ডুব মারে জলে
প্রেমের ভরা দুপুরে।
নদীর ও পাড়ে…", আনন্দ
তোমার ইচ্ছে গুলো,আধুনিক,"তোমার ইচ্ছে গুলো,
ইচ্ছে গুলো…
তোমার ইচ্ছে গুলো
ইচ্ছে হলে আমায় দিতে পারো ,
আমার ভালো লাগা , ভালোবাসা ,
তোমায় দেবো আরো । – [ ২ বার ] 
তুমি হাতটা শুধু ধরো ,
আমি হবো না আর কারো ,
তুমি হাতটা শুধু ধরো ,
আমি হবো না আর কারো ।
তোমার স্বপ্ন গুলো আমার চোখে হচ্ছে জড়সড় ।
তোমার ইচ্ছে গুলো ,
ইচ্ছে গুলো…
তোমার ইচ্ছে গুলো, ইচ্ছে হলে আমায় দিতে পারো ,
আমার ভালো লাগা , ভালোবাসা , তোমায় দেবো আরো ।
তোমার আবেগ মাখা, খামখেয়ালী আঁটছে আমার পিছু ,
আমার আসা যাওয়ার পথের বাঁকে পাইনি অন্য কিছু । – [ ২ বার ]
তুমি হাতটা শুধু ধরো ,
আমি হবো না আর কারো,
তুমি হাতটা শুধু ধরো,
আমি হবো না আর কারো ।
তোমার স্বপ্ন গুলো আমার চোখে হচ্ছে জড়সড় ।
তোমার ইচ্ছে গুলো , ইচ্ছে গুলো…
তোমার ইচ্ছে গুলো ইচ্ছে হলে আমায় দিতে পারো ,
আমার ভালো লাগা , ভালোবাসা , তোমায় দেবো আরো ।
আমার হৃদয় যেন বানভাসি হয়
তোমার স্রোতের টাণে
আমি তোমার কাছে যাবোই যাবো একলা থাকার দিনে । – [ ২ বার ]
তুমি হাতটা শুধু ধরো ,
আমি হবো না আর কারো ,
তুমি হাতটা শুধু ধরো ,
আমি হবো না আর কারো ।
তোমার স্বপ্ন গুলো আমার চোখে হচ্ছে জড়সড় ।
তোমার ইচ্ছে গুলো ,
ইচ্ছে গুলো…
 তোমার ইচ্ছে গুলো ইচ্ছে হলে আমায় দিতে পারো ,
আমার ভালো লাগা , ভালোবাসা , তোমায় দেবো আরো ।",বেদনা
কে যাস রে ভাটি গাঙ বাইয়া,আধুনিক,"কে যাস রে ভাটি গাঙ বাইয়া,
আমার ভাই ধনরে কইয়ো, নাইওর নিতো বইলা
তোরা কে যাস, কে যাস ?
বছর খানি ঘুইরা গেল, গেল রে
ভাইয়ের দেখা পাইলাম না, পাইলাম না
কইলজা আমার পুইড়া গেল, গেল রে
ভাইয়ের দেখা পাইলাম না, পাইলাম না
ছিলাম রে কতই আশা লইয়া
ভাই না আইলো গেল গেল, রথের মেলা চইলা
তোরা কে যাস, কে যাস ?
প্রাণ কান্দে, কান্দে
প্রান কান্দে, কান্দে, প্রান কান্দে রে, প্রান কান্দে
নয়ন ঝরে, ঝরে, নয়ন ঝরে রে, নয়ন ঝরে
পোড়া মনরে বুঝাইলে বুঝে না
কান্দে কান্দে প্রান কান্দে
সুজন মাঝিরে ভাইরে কইয়ো গিয়া
না আসিলে স্বপনেতে দেখা দিত বইলা
তোরা কে যাস, কে যাস?
সিঁন্দুরিয়া মেঘ উইড়া আইলো রে
ভাইয়ের খবর আনলো না, আনলো না
ভাটির চরে নৌকা ফিরা আইলো রে
ভাইয়ের খবর আনলো না, আনলো না
নির্দয় বিধি রে তুমিই সদয় হইয়া
ভাইরে আইনো নইলে আমার পরান যাবে জ্বইলা
তোরা কে যাস, কে যাস ?
কে যাস রে ভাটি গাঙ বাইয়া
আমার ভাইধন রে কইয়ো, নাইওর নিতো বইলা
তোরা কে যাস, কে যাস ?",বেদনা
আমার সপ্তমীর বিকেল,আধুনিক,"আমার সপ্তমীর বিকেল
আমার একখানা ভাঙ্গা সাইকেল
তোমার নতুন জুতো মারুতি স্টিম
আমার পকেট গড়ের মাঠ
তোমার নতুন ক্রেডিট কার্ড
আমি তোমার কাছে নিতান্ত টিম টিম
আজ মন থেকে বলছি
তোমার নাম নিয়ে চলছি
দিন কাটছে না তোমার বিহনে
আজ ভুল সুরে গান গাই
আসছো না তুমি তাই
দিন কাটাবো কিভাবে কে জানে
ভাঙ্গা রে ভাঙ্গা আমার নৌকা
হারিয়ে গেছে আমার বৈঠা 
তোমার হরিণ হরিণ চোখ
দেখে সব দুনিয়ার লোক
তোমার অঙ্গজুরে রঙ্গীন সালোয়ার
তোমার দেমাক দেমাক চাল
আমার রাজ ফুটো কপাল
তুমি আমার দিকে চাওনা কেনো আর
আজ মন থেকে বলছি
তোমার নাম নিয়ে চলছি
দিন কাটছে না তোমার বিহনে
আজ ভুল সুরে গান গাই
আসছো না তুমি তাই
দিন কাটাবো কিভাবে কে জানে
ভাঙ্গা রে ভাঙ্গা আমার নৌকা
হারিয়ে গেছে আমার বৈঠা 
তোমার ফড়িং ফড়িং মন
তোমায় ঘিরে হাজার জন
আমি বোবার মত একলা বসে রই
তোমার ঝুমুর ঝুমুর দুল
আমার হাতের গোলাপ ফুল
তুমি দেখেও যেনো দেখছো না কিছুই
আজ মন থেকে বলছি
তোমার নাম নিয়ে চলছি
দিন কাটছে না তোমার বিহনে
আজ ভুল সুরে গান গাই
আসছো না তুমি তাই
দিন কাটাবো কিভাবে কে জানে
ভাঙ্গা রে ভাঙ্গা আমার নৌকা
হারিয়ে গেছে আমার বৈঠা ",বেদনা
এক মুঠো রোদ্দুর হাতে,আধুনিক,"এক মুঠো রোদ্দুর হাতে,
এক আকাশ নীল
আজ তোমার জন্য ব্যস্ত শহরে,
চলছে ভালবাসার মিছিল
শুধু তোমার জন্য,
প্রেমের জোয়ারে ভাসল দু’কূল ।।(x২)
এক মুঠো রোদ্দুর হাতে,
এক আকাশ নীল
আজ তোমার জন্য ব্যস্ত শহরে,
চলছে ভালবাসার মিছিল..
রাতের আকাশ জাগে,তারার চাদরে
বৃষ্টি ভেজা বাতাস বহে রাতের আদরে
পাহাড়ে পাহাড়ে ফুটলো বনফুল
শুধু তোমার জন্য,
প্রেমের জোয়ারে ভাসল দু’কূল ।।(x2)
এক মুঠো রোদ্দুর হাতে,
এক আকাশ নীল ।
পিচ ঢালা পথে রাঙালো, কৃষ্ণচূড়া ফুল
তুমি আসবে বলে, সাজলো পথ
আকূল আমার এ প্রাণ, হল ব্যাকুল
শুধু তোমার জন্য,
প্রেমের জোয়ারে ভাসল দু’কূল ।।
এক মুঠো রোদ্দুর হাতে, এক আকাশ নীল ।
এক মুঠো রোদ্দুর হাতে,
এক আকাশ নীল
আজ তোমার জন্য ব্যস্ত শহরে,
চলছে ভালবাসার মিছিল
শুধু তোমার জন্য,
প্রেমের জোয়ারে ভাসল দু’কূল ।।",আনন্দ
জোনাকি গায় ফিসফিস,আধুনিক,"জোনাকি গায় ফিসফিস,
হাওয়া দিয়ে যায় শিষ,
তাতে আমার কিছু যায় আসে না,
সে যে এখন আমায় ভালোবাসে না
ওঠে আনন্দ চাঁদ, গলায় গলায় গান,
শুধু আমার গলায় সুর আসে না
সে যে এখন আমায় ভালোবাসে না
ও জোনাক গেয়ো না, পোড়া শিষ দিও না
বিরহ আমার ভালো লাগে,
ও চাঁদ উঠো না, ফুলগো ফুটো না,
ভালোবাসিতে স্বাধ জাগে
নিজ ভুমে পরবাসী একা কারে ভালোবাসি
তাতে তার কিছু যায় আসে না
সে যে এখন আমায় ভালোবাসে না
জোনাকি গায় ফিসফিস
হাওয়া দিয়ে যায় শিষ
তাতে আমার কিছু যায় আসে না
সে যে এখন আমায় ভালোবাসে না
ওঠে আনন্দ চাঁদ, গলায় গলায় গান,
শুধু আমার গলায় সুর আসে না
সে যে এখন আমায় ভালোবাসে না
আয় ঘুম আয় আয়, চোখের ভেজা পাতায়
লুকায় লুকায় থাকিস না
লক্ষ্মীছাড়া ঘুম কপালে দিয়ে যা চুম,
সংবাদ আমার রাখিস না
এ ব্যথা কি দিন আশা
এমনই তো হওয়ার ভাষা
আমি ভাসি মেঘবতী ভাসে না
সে যে এখন আমায় ভালোবাসে না
জোনাকি গায় ফিসফিস
হাওয়া দিয়ে যায় শিস
তাতে আমার কিছু যায় আসে না
সে যে এখন আমায় ভালোবাসে না
ওঠে আনন্দ চাঁদ, গলায় গলায় গান,
শুধু আমার গলায় সুর আসে না
সে যে এখন আমায় ভালোবাসে না
সে যে এখন আমায় ভালোবাসে না
সে যে এখন আমায় ভালোবাসে না",বেদনা
এলো বসন্ত ডাকে পাখি,আধুনিক,"এলো বসন্ত ডাকে পাখি,
কি করে মনটা বেধে রাখি,
একাকি দিন চলে যায়,
মন শুধু মন পেতে চায়
নয়নে স্বপ্ন বুকে আশা,
কারে বোঝাবো এই ভালবাসা,
প্রেমেরই ফাগুনে হৃদয় আমার উতলা হয় নিরালায়,
মন শুধু মন পেতে চায়
এ জিবনে সঙ্গী করব জাকে,
জানি আজও সে কথাই থাকে,
নিরবে এই হৃদয় সুখের ছোঁয়ায় কত ছবি একে যায়,
মন শুধু মন পেতে চায় ।",আনন্দ
মনে মনে সে জানিনা আজ কি ভেবে নিয়েছে,আধুনিক,"মনে মনে সে জানিনা আজ কি ভেবে নিয়েছে?
আমি গোলাপও নই, চাঁপাও নই
বৃষ্টিতে ভেজা যূথী ফুলও নই,
তবু সে কি দেখেছে
মনে মনে সে জানিনা আজ কি ভেবে নিয়েছে?
শান্ত আকাশে এলোমেলো নই বৈশাখী
নিজের গোপনে নিজে আমি রই একাকী
কি দেখে আমাকে সে ডেকে যে যায়
বৃষ্টি প্রদীপে এসে দাড়ায়
আমি গোলাপও নই, চাঁপাও নই
বৃষ্টিতে ভেজা যূথী ফুলও নই,
তবু সে কি দেখেছে
মনে মনে সে জানিনা আজ কি ভেবে নিয়েছে?
নিথর নিশিতে সুর নিয়ে শুধু সেধেছি
সুরের সোহাগে সারা রাত জেগে কেঁদেছি
এ গানে কে জানে, কি মানে সে পায়, বৃষ্টি প্রদীপে এসে দাঁড়ায়
আমি গোলাপও নই, চাঁপাও নই
বৃষ্টিতে ভেজা যূথী ফুলও নই,
তবু সে কি দেখেছে
মনে মনে সে জানিনা আজ কি ভেবে নিয়েছে?",আনন্দ
প্রিয় মৃত্তিকা,দেশাত্মবোধক গান,"প্রিয় মৃত্তিকা প্রিয় জন্মভূমি প্রিয়তম স্বদেশ
তুমি ভয় পেয়োনা মাগো তুমি ভয় পেয়োনা
আমরা জেগে আছি
এই ধূসর রাত্রিতে”” তোমাকেই এনে দেবো
পৃথিবীর সবচেয়ে উজ্জ্বল দেশ
প্রিয় মৃত্তিকা প্রিয় জন্মভূমি প্রিয়তম স্বদেশ
স্মৃতির ঘড়ের বন্ধ জানালা খুলে দিয়েছি
অতিতের সাহসী একএকটি মুখ খুঁজে এনেছি
ওরা দুপায়ে দলে গেছে মৃত্যুর ভয়
ওরা ভিরুতার পরাজয়ে উড়িয়েছে জয়
স্বাধীনতা চেয়ে ওরা বেঁধেছিল জীবনের জাতী বন্ধন
তোমার বুকের মমতায় কেঁদে ওঠে মাগো একদিন
দারুন ক্রোধে জ্বলে উঠেছিল অগ্নি শিশু
বীর ক্ষুদিরাম ক্ষুদিরাম ক্ষুদিরাম
সূর্যসেনের পদচিহ্ন দেখে হেটে গেলো অমিত তেজে
রফিক সালাম বরকত ( আরো কত নাম )৩
ওরা চেতনায় দ্বীপ্ত সাহসী মশাল
ওরা চেয়েছিল জীবনের সোনালী সকাল
দুঃশাষনের বুকে বজ্র হেনে ওরা গেয়েছিল গান",আনন্দ
ভারসাম্য (Bharshammo),ব্যান্ড,"
দর্পণে অর্পণ আপন প্রতিবিম্ব,
আছড়ে ভেঙ্গে চুরমার,ধ্বনির প্রতিফলন।
ভ্রান্ত বিশ্বাসে লক্ষ্য হাতড়ে ফেরে,
গতি থমকে যায়,স্মৃতির বিস্মরণ।
ব্যর্থতার গ্লানি বিবেক কামড়ে খায়, 
(শুধু)আমি একা জড়তায়, এগিয়ে যায় সবাই
আদৌ বদলাবে কি এমন পরিস্থিতি? 
সময় পরিভ্রমণ কারোর-ই সাধ্য নয়।
পায়ে আবদ্ধ শেকল,দুচোখে অস্থিরতা, 
হতাশায় ধামাচাপা আন্তঃ অগ্নিশিখা।
গরজ বড় বালাই, তবু টনক অনড়!
ঝড়ো-কাক তালকানা, রন্ধ্রে রন্ধ্রে অন্ধ আশা!
মিশ্রণ, ভারসাম্য, যন্ত্রণা, হতাশা
অবচেতনে গভীর।
প্রস্তুতি ভিন্ন কোন উপায়,
দাড়াতে হবে পেরিয়ে বাধা।
দর্পণে অর্পণ আপন প্রতিবিম্ব
স্বীয় সৃষ্ট কারাগারে, জীবন অসহনীয়।
হীনমন্যতায় আত্ম-প্রত্যয়ের ক্ষয়
জগত-টা সংকীর্ণ, তবে কোথায় করুণাময়।
নিয়তির পরিহাস বলতে কিছু নেই,
কৃতকর্ম যেমন হবে,ফল পাবে তেমন-ই।
উত্থান-পতন জীবনে অনন্য
প্রবল-মনোবল বিজয়ে অতি আবশ্যক। 
বিলম্ব তবে কেনো, সময় স্তব্ধ নয়!
শুরু যদি শুরু হোক আজ এখনি।
অতীত বদলানো যে কারোর-ই সাধ্য নয়,
অনুতপ্ত সবাই, নয় সময় পথচারী।
মিশ্রণ, ভারসাম্য, যন্ত্রণা, হতাশা
অবচেতনে গভীর।
প্রস্তুতি ভিন্ন কোন উপায়,
দাড়াতে হবে পেরিয়ে বাধা।
ভয়-সংশয় সকল গ্লানি
প্রশ্বাসের সাথে নিঃশেষ হোক
চেষ্টাতে মুছে যাক ব্যর্থতা
এই শেষ, শেষবার-তবে কেনো থমকে থাকা।
যথেষ্ট হীনমন্যতা, যথেষ্ট উপহাস
সহ্যের সীমা মাত্রা ছাড়ায়
নিপাত যাক ব্যর্থতা-আ-আ-আ।
উন্মাদ ঘোড়ার লাগাম ধরে
ব্যর্থতা পেছনে ধুলো ওড়ায়।
প্রতিজ্ঞা অবচেতনে গভীর
ধুলো থেকে আমার সৃষ্টি।",বেদনা
"তোমাকেই চাই গো  আমি, তোমাকে চাই",আধুনিক,"আমার কথার শেষ নাই
তুমি শুন বলে বলে যাই।
ভাষার ভাব, না বুঝবে তুমি,
না বুঝাতে পারব আমি।
তবুও বলতে চাই….. 
​
তোমাকেই চাই গো
আমি, তোমাকে চাই।
তুমি ছাড়া আপন কেহ
আমার যে আর নাই।। 
​
হব তুমার হাতের বালা
আর হব গলার মালা।
তোমার গানে সঙ্গ দিতে
বাজব আমি হয়ে বেহালা। 
থাকব পাশে ছায়া হয়ে
ছাড়বনা সাথ জয় অজয়ে।
মিটেনা তৃষা যতই তাকাই 
বারবার তাই দেখে যাই।।
​
হব তোমার রঙিন ফুটা
আর হব চুলের কাটা।
তোমার দুচোখ সাগর হলে
আমি হব জোয়ারভাটা ।
হৃদ মহলে করব রানী
এ কথাটাই আজও মানি।
উদয় অস্তে তুমাকেই চাই
খুঁজেনিও যদি হারাই।।
By: Sudip Debnath",আনন্দ
গান গুলি গো এলোমেলো,আধুনিক,"গান গুলি গো এলোমেলো
লাগবে কি আর বেশী ভালো।
গাব গান তালির তালে
পাবনা তালি গান ফুরালে।
গানের সাথেই মার তালি
শেষে না হয় নাই বাজালে। 
দেখে বেশী হব খুশী
যদি তালির তালে হেলদোল।।
বিনা  সুরে গাই রাতে দিনে
পেলে তারে নিতাম কিনে
সুরের বাজার কোথায় পাব বল।
যদি জান তার ঠিকানা
তবে কেন আমায় বলনা?
সেই বাজারে  আমায় নিয়ে ছল।।
তানপুরা টার গলায় ধরি
সকাল সন্ধ্যায় রেওয়াজ করি,
সুরের সাথে তাল মিলাতে বেলা বয়ে গেল।
সুরের যন্ত্র কোথায় পাব
পেলে তারে গলায় জড়াব,
দেখতে চাই সে সাদা না কালো।।
",আনন্দ
